,browserFamily,deviceCategory,geoCountryName,isMobile,label,lastActionMapId,lastActionType,numberOfEvents,vid,visitRefDomain,TIMESTAMP
6079,Mobile Safari,Mobile,Australia,True,False,ciqwehb936dwp01qirwyhd0i3,im,5,5ac35de400252a2267258be9,google.com.au,1530640830
6080,Mobile Safari,Mobile,Ireland,True,False,ciqwehb936dwp01qirwyhd0i3,im,5,5a4eacbc00252a2211e16b09,google.ie,1530640830
6081,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,20,5a9d5e7c00252a22768082ca,,1530640830
6082,Mobile Safari,Tablet,Ireland,False,False,ciqwehb936dwp01qirwyhd0i3,im,6,5a79eff000252a227456ecbc,google.ie,1530640830
6083,Chrome Mobile,Mobile,Ireland,True,False,cj5sd7warvddy07oc8uiw6zlt,im,22,5a65e76100252a226780faf6,google.ie,1530640830
6084,IE,Desktop,Ireland,False,False,ciqwehb936dwp01qirwyhd0i3,im,26,5a798afb00252a2237c55965,google.ie,1530640830
6085,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,14,5a58d8ce00252a2257f34650,,1530640830
6086,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,14,5a6b729d00252a2254bdeab3,,1530640830
6087,Chrome,Desktop,Ireland,False,False,cj5jtrt1okxt307pq291vszzx,im,24,5ae3338400252a22290f8f9e,,1530640830
6088,Chrome Mobile,Mobile,Ireland,True,False,cj5sd7warvddy07oc8uiw6zlt,im,25,5a5645a500252a222e800a11,moneyguru24.com,1530640830
6089,Mobile Safari,Mobile,Ireland,True,False,cj5sd7warvddy07oc8uiw6zlt,im,33,5a82d50a00252a2230dd5a52,google.ie,1530640830
6090,Facebook,Mobile,Ireland,True,False,cj9zwqowd27fv06nv0x9x2kkx,im,75,5a81edfa00252a222863985e,facebook.com,1530640830
6091,IE,Desktop,Ireland,False,False,ciqwehb936dwp01qirwyhd0i3,im,8,5ac2782f00252a222d8595f2,google.ie,1530640830
6092,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,52,5ad6531700252a223feb5356,,1530640830
6093,IE,Desktop,United States,False,False,cj5sd7warvddy07oc8uiw6zlt,im,28,5a4ba28700252a227967d25c,bankofireland.com,1530640830
6094,Mobile Safari,Mobile,Ireland,True,False,cj5sd7warvddy07oc8uiw6zlt,im,29,5a7db50900252a223ccc34ab,bankofireland.com,1530640830
6095,Chrome Mobile,Mobile,Ireland,True,False,cj9zwqowd27fv06nv0x9x2kkx,im,35,5ac5fe2400252a2216e3b603,bankofireland.com,1530640830
6096,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,13,5a9baca800252a2210ec9ae0,,1530640830
6097,Chrome,Desktop,Ireland,False,False,cj5sd7warvddy07oc8uiw6zlt,im,44,5a69ca8e00252a221e0dcf55,,1530640830
6098,Chrome Mobile iOS,Mobile,Ireland,True,False,cj5sd7warvddy07oc8uiw6zlt,im,34,5ab242b700252a2243fc9337,google.ie,1530640830
6099,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,24,5acd369b00252a2268d229ef,,1530640830
6100,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,13,5a804ec700252a223f18554d,,1530640830
6101,IE,Desktop,Ireland,False,False,cj5jtrt1okxt307pq291vszzx,im,12,5a9557dd00252a22110a4d3a,,1530640830
6102,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,18,5a67157400252a225f668f44,,1530640830
6103,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,17,5a69eb9d00252a222bc6f969,,1530640830
6104,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,27,5ae0885b00252a226b0dc381,,1530640830
6105,IE,Desktop,United Kingdom,False,False,cj5sd7warvddy07oc8uiw6zlt,im,9,5aa1610900252a2224de2e0b,365online.com,1530640830
6106,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,19,5aa3f18e00252a221f1cd11e,,1530640830
6107,Mobile Safari,Mobile,Ireland,True,False,cj9zwqowd27fv06nv0x9x2kkx,im,39,5a78345700252a22300786ec,google.ie,1530640830
6108,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,15,5a5c840100252a226a6b5949,,1530640830
6109,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,23,5a4d8ce000252a2246c8e0b0,,1530640830
6110,Chrome,Desktop,Ireland,False,False,cj5jtrt1okxt307pq291vszzx,im,43,5a706ce900252a22245aafc6,bankofireland.com,1530640830
6111,Mobile Safari,Tablet,Ireland,False,False,cj5sd7warvddy07oc8uiw6zlt,im,40,5ae05a3500252a2224dd25ee,,1530640830
6112,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,13,5a8cba9f00252a225995fb97,,1530640830
6113,Chrome Mobile,Mobile,Ireland,True,False,ciqwehb936dwp01qirwyhd0i3,im,4,5a7d982800252a2210f9abf9,google.ie,1530640830
6114,Mobile Safari,Mobile,Ireland,True,False,cjawivamo545707qylvkasw8v,im,46,5a8c515b00252a225a0f6ba2,,1530640830
6115,Chrome,Desktop,Ireland,False,False,cj5sd7warvddy07oc8uiw6zlt,im,25,5aa951b500252a225e80c237,,1530640830
6116,Firefox,Desktop,Ireland,False,False,cj5jtrt1okxt307pq291vszzx,im,19,5ae0538700252a2212a90524,google.ie,1530640830
6117,Chrome,Other,Ireland,False,False,cj5sd7warvddy07oc8uiw6zlt,im,12,5a67759200252a22411c6cae,,1530640830
6118,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,50,5ace78e400252a220eff0c61,,1530640830
6119,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,24,5a9ef2e500252a227b0d9ca6,,1530640830
6120,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,55,5ad3272800252a2223f61a5f,,1530640830
6121,Chrome Mobile,Mobile,Ireland,True,False,cj9zwqowd27fv06nv0x9x2kkx,im,33,5a7af3ae00252a227d129fe8,,1530640830
6122,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,14,5a7344c600252a2276b2051f,,1530640830
6123,Edge,Desktop,Ireland,False,False,cj5sd7warvddy07oc8uiw6zlt,im,18,5a78688000252a22069be606,,1530640830
6124,Mobile Safari,Mobile,Ireland,True,False,cj5jtrt1okxt307pq291vszzx,im,19,5adf494700252a22182c97ff,,1530640830
6125,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,17,5a76ebf300252a22404cce3a,,1530640830
6126,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,75,5ae1d50300252a22790303f9,,1530640830
6127,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,15,5a51facb00252a224399c1f5,,1530640830
6128,Mobile Safari,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,11,5a4cee9700252a224f7ab878,,1530640830
6129,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,14,5a4e817500252a221bd74e20,,1530640830
6130,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,26,5a8e8b5800252a220810ee0f,,1530640830
6131,Chrome Mobile,Mobile,Ireland,True,False,cjawivamo545707qylvkasw8v,im,14,5aa92bfe00252a223900ae36,,1530640830
6132,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,21,5a972ce200252a2274edbbc8,,1530640830
6133,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,24,5a8c24d600252a220cc61c37,,1530640830
6134,Chrome,Desktop,Ireland,False,False,cj5jtrt1okxt307pq291vszzx,im,31,5a5c9af500252a222aea1f89,,1530640830
6135,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,15,5a666bdd00252a221f53faa8,,1530640830
6136,Chrome,Desktop,Ireland,False,False,cj5sd7warvddy07oc8uiw6zlt,im,63,5a5ca31400252a222003ee50,,1530640830
6137,Chrome,Desktop,Ireland,False,False,cj5sd7warvddy07oc8uiw6zlt,im,27,5a8c09c000252a222392566c,,1530640830
6138,Chrome Mobile,Mobile,Romania,True,False,ciqwehb936dwp01qirwyhd0i3,im,9,5acba43100252a220aaa45e0,google.ro,1530640830
6139,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,17,5aa5bf7e00252a22417fa42e,,1530640830
6140,Chrome,Desktop,Ireland,False,False,cj5sd7warvddy07oc8uiw6zlt,im,14,5a7afc3b06af40960ca54f40,,1530640830
6141,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,27,5ad782d600252a22372d65c2,,1530640830
6142,Samsung Internet,Mobile,Ireland,True,False,cj9zwqowd27fv06nv0x9x2kkx,im,17,5ac73fb600252a221346f068,google.ie,1530640830
6143,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,30,5a84784c00252a225b668826,,1530640830
6144,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,13,5a6eea5400252a22757b2b06,,1530640830
6145,Chrome,Desktop,Ireland,False,False,cj5jtrt1okxt307pq291vszzx,im,25,5ab3751900252a227b52e83a,google.ie,1530640830
6146,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,29,5a89af4e00252a224801fb4c,,1530640830
6147,Chrome,Desktop,Ireland,False,False,ciqwehb936dwp01qirwyhd0i3,im,15,5a82c67200252a22754150a3,google.ie,1530640830
6148,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,22,5a5231de00252a22231b1718,,1530640830
6149,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,15,5a66f57800252a221d06c36d,,1530640830
6150,Edge,Desktop,Ireland,False,False,cj5jtrt1okxt307pq291vszzx,im,41,5aa261b700252a2271d8b812,bing.com,1530640830
6151,Chrome,Desktop,Ireland,False,False,cjawivamo545707qylvkasw8v,im,25,5a8d95ca00252a2274de15f9,google.ie,1530640830
6152,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,15,5a7dfb6700252a22318a7b14,,1530640830
6153,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,13,5a7c4a1800252a221e1b7746,,1530640830
6154,Chrome,Desktop,Jordan,False,False,ciqwehb936dwp01qirwyhd0i3,im,5,5a58617100252a2201e2f0f7,wikipedia.org,1530640830
6155,Mobile Safari,Mobile,Ireland,True,False,cj5sd7warvddy07oc8uiw6zlt,im,25,5a95a10300252a224e4fc0a4,google.co.uk,1530640830
6156,Chrome,Desktop,Ireland,False,False,cj5sd7warvddy07oc8uiw6zlt,im,14,5a96b4e900252a2201e029ed,,1530640830
6157,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,47,5acfc2fd00252a22114a7bb9,,1530640830
6158,Chrome Mobile,Mobile,Ireland,True,False,cj9zwqowd27fv06nv0x9x2kkx,im,24,5a86c17c00252a2252a7df9c,carzone.ie,1530640830
6159,Chrome,Desktop,Ireland,False,False,cj5jtrt1okxt307pq291vszzx,im,8,5a74a68b00252a22638176e4,,1530640830
6160,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,20,5a6255f100252a22727ddf3e,,1530640830
6161,Mobile Safari,Mobile,United Kingdom,True,False,cjawivamo545707qylvkasw8v,im,42,5a9d56b400252a22497e4c13,google.ie,1530640830
6162,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,13,5a90502500252a2251dbcf94,,1530640830
6163,IE,Desktop,Ireland,False,False,cj3a8c1acdkkd07p7xnae45fr,im,16,5a4b798200252a2276b274c5,google.ie,1530640830
6164,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,28,5a68cf8400252a22595f6bab,,1530640830
6165,Samsung Internet,Mobile,United Kingdom,True,False,ciqwehb936dwp01qirwyhd0i3,im,4,5ae3798900252a22282aa8f0,365online.com,1530640830
6166,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,17,5aa61e4600252a227707680b,,1530640830
6167,Facebook,Mobile,Ireland,True,False,cj9zwqowd27fv06nv0x9x2kkx,im,20,5a81d71f00252a225342c1bb,facebook.com,1530640830
6168,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,13,5aa29e5c00252a22349cb727,,1530640830
6169,Chrome Mobile,Mobile,Ireland,True,False,ciqwehb936dwp01qirwyhd0i3,im,6,5a572f3100252a22304507fb,google.ie,1530640830
6170,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,15,5a5d172a00252a224e5d9586,,1530640830
6171,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,20,5aa0683100252a2268e38fed,,1530640830
6172,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,24,5a93fd0000252a2210ec9ae0,,1530640830
6173,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,32,5ace068700252a227e0f5cf3,,1530640830
6174,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,13,5a4e347400252a220881c31d,,1530640830
6175,Chrome Mobile,Mobile,Romania,True,True,NO-ACTION,NO-ACTION,16,5a4d339000252a225f8032d6,,1530640830
6176,Chrome,Desktop,Ireland,False,False,cjawivamo545707qylvkasw8v,im,27,5accc94e00252a2200527850,google.ie,1530640830
6177,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,16,5a6b6f3600252a2277440f5c,,1530640830
6178,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,16,5a4d2f6000252a224a9b9d1a,,1530640830
6179,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,33,5ad97f8200252a222f575586,bankofireland.com,1530640830
6180,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,23,5a7f261e00252a22301e17d6,,1530640830
6181,Chrome,Desktop,Ireland,False,False,ciqwehb936dwp01qirwyhd0i3,im,25,5a69e0ad00252a2245b7a4b1,google.ie,1530640830
6182,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,13,5a4ffa2700252a2278c3f47d,,1530640830
6183,Chrome,Desktop,United States,False,False,ciqwehb936dwp01qirwyhd0i3,im,4,5acb626a00252a225577d7a9,google.com,1530640830
6184,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,32,5ae37b6000252a227213e794,,1530640830
6185,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,27,5a86f6b800252a226011cc08,,1530640830
6186,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,23,5a92d4bf00252a224da4241c,,1530640830
6187,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,12,5a68fc7c00252a220f9076dc,,1530640830
6188,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,13,5a5ddad800252a2263ca31b2,,1530640830
6189,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,13,5a8c1faa00252a221a767ab9,,1530640830
6190,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,19,5a60bdde00252a22703d3898,,1530640830
6191,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,12,5aa0103300252a2218ea8d91,,1530640830
6192,Chrome,Desktop,United Kingdom,False,False,cjawivamo545707qylvkasw8v,im,43,5acb7b8600252a221621b61d,google.co.uk,1530640830
6193,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,24,5addbd9b00252a2209f61d5a,,1530640830
6194,Samsung Internet,Mobile,Ireland,True,False,cj5sd7warvddy07oc8uiw6zlt,im,23,5a73015b00252a2273c6aa83,,1530640830
6195,Chrome Mobile,Mobile,Ireland,True,False,ciqwehb936dwp01qirwyhd0i3,im,10,5a82e8de00252a2248229030,android.googlequicksearchbox,1530640830
6196,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,24,5aa007e400252a226862fe09,,1530640830
6197,Mobile Safari,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,13,5a4fcb8100252a2210ea6e32,,1530640830
6198,Edge,Desktop,Ireland,False,False,cj5jtrt1okxt307pq291vszzx,im,13,5a4f7d0f00252a224798920c,bankofireland.com,1530640830
6199,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,36,5acfa4df00252a2204a2dbcd,,1530640830
6200,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,19,5a86fd8600252a2278e2377e,,1530640830
6201,Mobile Safari,Mobile,Ireland,True,False,ciqwehb936dwp01qirwyhd0i3,im,5,5ab535e000252a22626c49a0,google.ie,1530640830
6202,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,22,5a99a3a700252a22421dd4ab,,1530640830
6203,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,14,5a79ad0300252a223aab4c18,,1530640830
6204,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,17,5aa776d800252a2268d5eed0,,1530640830
6205,Mobile Safari,Mobile,Ireland,True,False,cj9zwqowd27fv06nv0x9x2kkx,im,17,5ac5fdbf00252a223ac558b6,google.ie,1530640830
6206,Firefox,Desktop,Ireland,False,False,cj5jtrt1okxt307pq291vszzx,im,60,5a856b0700252a221d4eeeed,google.ie,1530640830
6207,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,36,5ad887d000252a22708842cf,,1530640830
6208,Mobile Safari,Mobile,Ireland,True,False,cjawivamo545707qylvkasw8v,im,43,5aa7d48300252a22093a7f18,,1530640830
6209,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,24,5a60d51000252a224a50d729,,1530640830
6210,Mobile Safari UI/WKWebView,Mobile,Spain,True,True,NO-ACTION,NO-ACTION,21,5a70b68900252a223e5a7f3a,,1530640830
6211,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,24,5a53c76000252a2222680753,,1530640830
6212,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,22,5aa7eb4f00252a22590599f7,,1530640830
6213,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,17,5a58086400252a2244911892,,1530640830
6214,Chrome Mobile,Mobile,Ireland,True,False,cjawivamo545707qylvkasw8v,im,27,5ae198a500252a2272574d6b,,1530640830
6215,Samsung Internet,Mobile,Ireland,True,False,cj9zwqowd27fv06nv0x9x2kkx,im,30,5a72ecb900252a221141a2f8,google.ie,1530640830
6216,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,24,5a6479ba00252a2228cac187,,1530640830
6217,IE,Desktop,United Kingdom,False,False,cj5sd7warvddy07oc8uiw6zlt,im,27,5a6b4aa100252a225fbf4c45,switchyourbank.ie,1530640830
6218,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,44,5ad10da200252a22264108b0,,1530640830
6219,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,22,5a7369b100252a2230ed67b1,,1530640830
6220,IE,Desktop,Ireland,False,False,cj5jtrt1okxt307pq291vszzx,im,9,5a5dd9a700252a227f0e9d31,,1530640830
6221,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,27,5a8d4d3d00252a2258c6ccc1,,1530640830
6222,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,20,5aa1722e00252a225b569592,,1530640830
6223,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,34,5a74f37100252a2249efc70c,,1530640830
6224,Chrome Mobile,Mobile,Ireland,True,False,ciqwehb936dwp01qirwyhd0i3,im,6,5ac2994200252a226506d80e,365online.com,1530640830
6225,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,17,5a948faa00252a2240390aa5,,1530640830
6226,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,26,5a71254f00252a221f714636,,1530640830
6227,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,22,5a9fc6bd00252a2229deaedc,,1530640830
6228,Chrome,Desktop,Ireland,False,False,ciqwehb936dwp01qirwyhd0i3,im,14,5a96c1e700252a221625694f,google.ie,1530640830
6229,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,14,5a5c8d3300252a222ecc8cd5,,1530640830
6230,Chrome Mobile,Mobile,United Kingdom,True,True,NO-ACTION,NO-ACTION,23,5a5d22ac00252a220bee752d,,1530640830
6231,Chrome Mobile,Mobile,Ireland,True,False,cj5sd7warvddy07oc8uiw6zlt,im,50,5aaa739700252a222ffb1a45,,1530640830
6232,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,29,5a72e31700252a22354cf91e,,1530640830
6233,Edge,Desktop,Ireland,False,False,ciqwehb936dwp01qirwyhd0i3,im,5,5a9528f800252a220f0b98b6,bing.com,1530640830
6234,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,36,5a777da000252a22434fc459,,1530640830
6235,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,70,5ae0c4f200252a221c7ba642,,1530640830
6236,Chrome Mobile iOS,Mobile,Ireland,True,False,ciqwehb936dwp01qirwyhd0i3,im,6,5a9e5e1600252a227769588c,google.ie,1530640830
6237,Mobile Safari,Mobile,Ireland,True,False,cj9zwqowd27fv06nv0x9x2kkx,im,21,5a7879b400252a222b7de8fe,bankofireland.com,1530640830
6238,Mobile Safari,Mobile,Ireland,True,False,cj5sd7warvddy07oc8uiw6zlt,im,32,5a67390000252a22729bae0d,google.ie,1530640830
6239,Chrome Mobile,Mobile,Ireland,True,False,cj5sd7warvddy07oc8uiw6zlt,im,52,5a94423e00252a221c8ea673,google.ie,1530640830
6240,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,15,5aa2cd5700252a221578359b,,1530640830
6241,Mobile Safari,Mobile,Ireland,True,False,cjawivamo545707qylvkasw8v,im,55,5a9fa5fc00252a222494ec91,,1530640830
6242,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,15,5a6f161100252a222baf7c27,,1530640830
6243,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,13,5a6265b900252a2244ed1bbb,,1530640830
6244,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,37,5adf71ff00252a226468e921,,1530640830
6245,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,28,5a61d98800252a22409a7e24,,1530640830
6246,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,17,5a800d8a00252a220e77d35a,,1530640830
6247,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,58,5ada277300252a2276a0308e,,1530640830
6248,Chrome Mobile,Mobile,Ireland,True,False,cj9zwqowd27fv06nv0x9x2kkx,im,58,5aba5a5500252a2264cc2cce,google.com,1530640830
6249,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,38,5adf128b00252a2202d084a1,,1530640830
6250,Chrome Mobile,Mobile,Ireland,True,False,cj5sd7warvddy07oc8uiw6zlt,im,30,5aa1249200252a223be164aa,,1530640830
6251,Samsung Internet,Mobile,Ireland,True,False,cjawivamo545707qylvkasw8v,im,36,5aa7b3db00252a22488644b2,,1530640830
6252,Mobile Safari,Mobile,Ireland,True,False,ciqwehb936dwp01qirwyhd0i3,im,5,5a4f77d800252a2250a48ebc,google.ie,1530640830
6253,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,35,5adb750700252a2255cc96df,,1530640830
6254,Chrome,Desktop,Ireland,False,False,cj5sd7warvddy07oc8uiw6zlt,im,40,5ae6ff7000252a2220001309,google.ie,1530640830
6255,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,20,5a5fc6e200252a222335432b,,1530640830
6256,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,18,5a7d965400252a2268d60e94,,1530640830
6257,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,29,5a63432700252a226fffd5e8,,1530640830
6258,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,17,5a7385ac00252a220dc242ef,,1530640830
6259,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,18,5a67431e00252a22638525f9,,1530640830
6260,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,18,5a65d70900252a227fb25f4c,,1530640830
6261,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,17,5a8d5b6100252a2238240866,,1530640830
6262,Mobile Safari,Tablet,Ireland,False,False,ciqwehb936dwp01qirwyhd0i3,im,10,5a8c05ca00252a2276b5c896,,1530640830
6263,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,17,5a8b494800252a22060fb776,,1530640830
6264,Chrome Mobile,Mobile,Ireland,True,False,cjawivamo545707qylvkasw8v,im,29,5aa90c4b00252a227cddb1cc,google.com,1530640830
6265,Chrome,Desktop,Ireland,False,False,cj5jtrt1okxt307pq291vszzx,im,8,5a71948b00252a226c113ecd,google.ie,1530640830
6266,Chrome Mobile,Mobile,Ireland,True,False,cj5sd7warvddy07oc8uiw6zlt,im,24,5a5de47c00252a2256cbad96,,1530640830
6267,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,54,5adb6e5500252a2236451a63,,1530640830
6268,Chrome Mobile iOS,Mobile,Ireland,True,False,ciqwehb936dwp01qirwyhd0i3,im,10,5a66614300252a2234194071,google.ie,1530640830
6269,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,18,5a8834fb00252a225d4786af,,1530640830
6270,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,15,5a5e492800252a227397b87f,,1530640830
6271,Chrome,Desktop,Ireland,False,False,cj5jtrt1okxt307pq291vszzx,im,19,5a6b28d900252a224fde4cbc,,1530640830
6272,Chrome Mobile,Mobile,Ireland,True,False,cjawivamo545707qylvkasw8v,im,26,5a784d6f00252a223abed077,android.googlequicksearchbox,1530640830
6273,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,35,5ace341b00252a226e70bd0c,,1530640830
6274,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,23,5a6b1fb800252a2267d6f7f2,,1530640830
